Input = -17 Output = 3.960342259518171
Input = -15 Output = 0.4516702630336187
Input = 31 Output = 2.436653631209364
Input = 38 Output = 1.5692331683586482
Input = -31 Output = 3.244728921855494
Input = 46 Output = 1.3125374974869959
Input = 41 Output = -3.0668898413425074
Input = -63 Output = -1.3420121185108809
Input = 39 Output = 3.639646463895093
Input = -3 Output = -2.874510793713898
Input = -14 Output = 0.03679201754167949
Input = -64 Output = 1.4919458022607563
Input = -2 Output = -2.8702282894165174
Input = 59 Output = 3.616805207486501
Input = 71 Output = 0.022782456391582162
Input = -40 Output = -2.540203551864386
Input = 20 Output = -0.6629437651999803
Input = 18 Output = -3.4951777805778015
Input = -77 Output = -3.057861659670293
Input = -93 Output = -1.9946137430663549
Input = -74 Output = -1.9526430128361296
Input = -21 Output = 0.3143561846169617
Input = 13 Output = 2.8156555953143076
Input = 49 Output = 1.085853656078572
Input = -77 Output = -3.057861659670293
Input = -54 Output = 3.031373411501402
Input = -18 Output = -1.993203287034449
Input = -93 Output = -1.9946137430663549
Input = -37 Output = 2.8702431511139253
Input = 31 Output = 2.436653631209364
Input = 80 Output = -3.510217315757245
Input = 41 Output = -3.0668898413425074
Input = 1 Output = 2.4623779024123156
Input = -66 Output = -0.5158075446082285
Input = 92 Output = 1.7790616129118135
Input = 72 Output = 3.04849752179997
Input = -61 Output = 1.6105503859823858
Input = -6 Output = -0.10447557068328817
Input = 48 Output = -1.8200538610100505
Input = 8 Output = 2.164929937912032
Input = -75 Output = 0.4527153218158901
Input = 2 Output = -1.0516334357651542
Input = 81 Output = 0.013838027283669674
Input = 29 Output = 1.0891393554854107
Input = 8 Output = 2.164929937912032
Input = -10 Output = 3.1309777277524216
Input = 79 Output = -1.1169219485037662
Input = 79 Output = -1.1169219485037662
Input = -31 Output = 3.244728921855494
Input = 54 Output = 1.9137953137981698
Input = -79 Output = -0.22869661108874956
Input = -17 Output = 3.960342259518171
Input = -84 Output = 2.2663710775292003
Input = -63 Output = -1.3420121185108809
Input = -22 Output = 2.952150379510413
Input = 87 Output = -2.678888550266544
Input = -62 Output = 1.5144466207286618
Input = 22 Output = 2.934447760929605
Input = -24 Output = -0.48574800823592246
Input = -16 Output = 0.16853103687159218
Input = 98 Output = -3.539128790093551
Input = 30 Output = -0.7892915174833874
Input = 72 Output = 3.04849752179997
Input = 91 Output = 3.0212556293642754
Input = 82 Output = 1.9549787284104974
Input = 81 Output = 0.013838027283669674
Input = -50 Output = 2.541850194174486
Input = -95 Output = -2.7826297499119126
Input = 3 Output = -2.5922707775941634
Input = 11 Output = -1.1459810341511651
Input = -27 Output = 2.0097108130555967
