Input = -85 Output = 2.5403329353218886
Input = 97 Output = -2.6130457859941183
Input = -23 Output = 1.8984430562024774
Input = 14 Output = 2.0180067289314203
Input = -62 Output = 1.5144466207286618
Input = -15 Output = 0.4516702630336187
Input = 63 Output = -1.0073007179052669
Input = -75 Output = 0.4527153218158901
Input = 99 Output = 1.1564472649895645
Input = 67 Output = -3.687860126016929
Input = -5 Output = 3.932532710253559
Input = -84 Output = 2.2663710775292003
Input = -17 Output = 3.960342259518171
Input = -91 Output = 2.8092806058619617
Input = 97 Output = -2.6130457859941183
Input = -39 Output = 1.7120556913269172
Input = 52 Output = -0.8515889233570183
Input = -70 Output = 1.1270465527142495
Input = -54 Output = 3.031373411501402
Input = -25 Output = -2.82081002083166
Input = 40 Output = -1.0499772309056885
Input = -9 Output = 1.917939460823137
Input = 72 Output = 3.04849752179997
Input = 14 Output = 2.0180067289314203
Input = -13 Output = 1.9753215216610256
Input = -75 Output = 0.4527153218158901
Input = 58 Output = -1.4031057884511358
Input = -19 Output = -3.0304133367038517
Input = -12 Output = 3.150015121097465
Input = -38 Output = 0.9764960109398777
Input = 40 Output = -1.0499772309056885
Input = -57 Output = 2.0513098547546598
Input = -23 Output = 1.8984430562024774
Input = -71 Output = -1.8793268501171672
Input = -75 Output = 0.4527153218158901
Input = 19 Output = -2.730658917377947
Input = 25 Output = -3.0855135210272064
Input = 1 Output = 2.4623779024123156
Input = -66 Output = -0.5158075446082285
Input = 54 Output = 1.9137953137981698
Input = -26 Output = -3.3081735770742977
Input = -92 Output = 3.337993752143423
Input = 51 Output = 3.585155496935897
Input = 26 Output = -1.783056676115092
Input = -57 Output = 2.0513098547546598
Input = 91 Output = 3.0212556293642754
Input = -79 Output = -0.22869661108874956
Input = 87 Output = -2.678888550266544
Input = 6 Output = -0.6633065670811399
Input = 34 Output = 3.512213811031535
Input = -13 Output = 1.9753215216610256
Input = 56 Output = 1.7911713422178084
Input = -6 Output = -0.10447557068328817
Input = -64 Output = 1.4919458022607563
Input = -21 Output = 0.3143561846169617
Input = -27 Output = 2.0097108130555967
Input = 42 Output = -0.929346480858487
Input = 21 Output = 1.9876674616890737
Input = -40 Output = -2.540203551864386
Input = 29 Output = 1.0891393554854107
Input = 71 Output = 0.022782456391582162
Input = 65 Output = -1.8847124208307797
Input = 12 Output = 2.0768692850965955
Input = 97 Output = -2.6130457859941183
Input = 34 Output = 3.512213811031535
Input = 83 Output = -1.6459210004223417
Input = -43 Output = 0.31617727403445717
Input = 1 Output = 2.4623779024123156
Input = 82 Output = 1.9549787284104974
Input = -60 Output = 3.1999458486569856
Input = 22 Output = 2.934447760929605
Input = 3 Output = -2.5922707775941634
Input = 85 Output = 2.1881816954247144
Input = 51 Output = 3.585155496935897
Input = 90 Output = 2.5796380410054565
Input = 7 Output = 1.5587642299497002
Input = -76 Output = -1.1088221033529755
Input = 37 Output = 1.583166884399926
Input = -17 Output = 3.960342259518171
Input = 95 Output = -1.4161063204396709
Input = -9 Output = 1.917939460823137
Input = 85 Output = 2.1881816954247144
Input = 53 Output = 3.1398598369168345
Input = 71 Output = 0.022782456391582162
Input = 80 Output = -3.510217315757245
Input = -89 Output = -2.365981983116316
Input = -47 Output = -2.8112449443492395
Input = -37 Output = 2.8702431511139253
Input = 77 Output = -1.0588213425088306
Input = -3 Output = -2.874510793713898
Input = 64 Output = 3.3319978786543376
Input = -89 Output = -2.365981983116316
Input = -49 Output = 2.993358961597516
Input = 95 Output = -1.4161063204396709
Input = 35 Output = 2.4987647868139624
Input = -76 Output = -1.1088221033529755
Input = -73 Output = 2.6366760195705385
Input = -26 Output = -3.3081735770742977
Input = -50 Output = 2.541850194174486
Input = 11 Output = -1.1459810341511651
Input = 11 Output = -1.1459810341511651
Input = -91 Output = 2.8092806058619617
Input = 18 Output = -3.4951777805778015
Input = 22 Output = 2.934447760929605
Input = -26 Output = -3.3081735770742977
Input = 75 Output = -0.3228479490029708
Input = 53 Output = 3.1398598369168345
Input = 50 Output = 2.0171004867666285
Input = 27 Output = 3.922462669864603
Input = -54 Output = 3.031373411501402
