Input = 74 Output = -3.922935533772624
Input = -52 Output = -2.824844107437989
Input = -89 Output = -2.365981983116316
Input = 14 Output = 2.0180067289314203
Input = 27 Output = 3.922462669864603
Input = -71 Output = -1.8793268501171672
Input = -86 Output = 3.2354894270256036
Input = -8 Output = 0.18621344466526824
Input = 49 Output = 1.085853656078572
Input = 59 Output = 3.616805207486501
Input = 97 Output = -2.6130457859941183
Input = -32 Output = 2.4106341734178542
Input = 5 Output = 2.014684160927282
Input = -8 Output = 0.18621344466526824
Input = -99 Output = 3.154860933362272
Input = 99 Output = 1.1564472649895645
Input = 46 Output = 1.3125374974869959
Input = -48 Output = -0.28354453836271676
Input = -97 Output = -3.372261264049162
Input = 41 Output = -3.0668898413425074
Input = 3 Output = -2.5922707775941634
Input = -46 Output = -0.49103919781062255
Input = -92 Output = 3.337993752143423
Input = -12 Output = 3.150015121097465
Input = -95 Output = -2.7826297499119126
Input = -17 Output = 3.960342259518171
Input = -52 Output = -2.824844107437989
Input = 73 Output = 1.2831321057959235
Input = 45 Output = 0.12749977779825772
Input = -60 Output = 3.1999458486569856
Input = 62 Output = 0.03608522743021614
Input = -79 Output = -0.22869661108874956
Input = 40 Output = -1.0499772309056885
Input = -96 Output = -0.5710470420218003
Input = 24 Output = -2.2969047322491702
Input = 56 Output = 1.7911713422178084
Input = 23 Output = 0.20600224785213617
Input = 70 Output = 2.674827915830028
Input = 93 Output = -3.891178025606249
Input = -5 Output = 3.932532710253559
Input = 69 Output = -0.36549162586261696
Input = -12 Output = 3.150015121097465
Input = 55 Output = -3.814021463293656
Input = 81 Output = 0.013838027283669674
Input = -36 Output = 0.7130900695898303
Input = 37 Output = 1.583166884399926
Input = 97 Output = -2.6130457859941183
Input = 37 Output = 1.583166884399926
Input = -45 Output = -1.574307271269979
Input = 83 Output = -1.6459210004223417
Input = 78 Output = -0.3892653198780135
Input = -63 Output = -1.3420121185108809
Input = -96 Output = -0.5710470420218003
Input = -55 Output = -1.8145111165764165
Input = -83 Output = -3.5826499226227124
Input = 41 Output = -3.0668898413425074
Input = -80 Output = -1.522440007910495
Input = -69 Output = -0.13592199829624252
Input = -48 Output = -0.28354453836271676
Input = 49 Output = 1.085853656078572
Input = 10 Output = 2.0429355059736816
Input = 11 Output = -1.1459810341511651
